iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand
HKG,Asia,Hong Kong,5/7/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,66.67,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/8/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/9/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/10/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/11/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/12/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/13/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/14/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/15/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/16/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/17/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/18/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/19/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/20/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/21/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/22/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/23/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/24/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/25/2020,0,0,0,0,,,,,,,,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
HKG,Asia,Hong Kong,5/26/2020,0,0,0,0,,,,,222048,,29.618,,2384,0.318,tests performed,63.89,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,
IND,Asia,India,12/31/2019,0,0,0,0,0,0,0,0,,,,,,,,,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/1/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/2/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/3/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/4/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/5/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/6/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/7/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/8/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/9/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/10/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/11/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/12/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/13/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/14/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/15/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/16/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/17/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/18/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/19/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/20/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/21/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/22/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/23/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/24/2020,0,0,0,0,0,0,0,0,,,,,,,,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/25/2020,0,0,0,0,0,0,0,0,,,,,,,,5.56,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/26/2020,0,0,0,0,0,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/27/2020,0,0,0,0,0,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/28/2020,0,0,0,0,0,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/29/2020,0,0,0,0,0,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/30/2020,1,1,0,0,0.001,0.001,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,1/31/2020,1,0,0,0,0.001,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/1/2020,1,0,0,0,0.001,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/2/2020,2,1,0,0,0.001,0.001,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/3/2020,2,0,0,0,0.001,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/4/2020,3,1,0,0,0.002,0.001,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/5/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/6/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/7/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/8/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/9/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/10/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/11/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/12/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/13/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/14/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/15/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/16/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/17/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/18/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/19/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/20/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/21/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/22/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/23/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/24/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/25/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/26/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/27/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/28/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,2/29/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/1/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/2/2020,3,0,0,0,0.002,0,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/3/2020,5,2,0,0,0.004,0.001,0,0,,,,,,,,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/4/2020,6,1,0,0,0.004,0.001,0,0,,,,,,,,15.74,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/5/2020,28,22,0,0,0.02,0.016,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/6/2020,29,1,0,0,0.021,0.001,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/7/2020,31,2,0,0,0.022,0.001,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/8/2020,34,3,0,0,0.025,0.002,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/10/2020,44,10,0,0,0.032,0.007,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/11/2020,50,6,0,0,0.036,0.004,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/12/2020,73,23,0,0,0.053,0.017,0,0,,,,,,,,26.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/13/2020,75,2,1,1,0.054,0.001,0.001,0.001,6500,,0.005,,,,samples tested,33.33,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/14/2020,83,8,2,1,0.06,0.006,0.001,0.001,,,,,,,samples tested,36.11,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/15/2020,90,7,2,0,0.065,0.005,0.001,0,,,,,,,samples tested,38.89,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/16/2020,93,3,2,0,0.067,0.002,0.001,0,,,,,,,samples tested,48.15,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/17/2020,125,32,3,1,0.091,0.023,0.002,0.001,,,,,,,samples tested,48.15,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/18/2020,137,12,3,0,0.099,0.009,0.002,0,13125,,0.01,,,,samples tested,50,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/19/2020,165,28,3,0,0.12,0.02,0.002,0,13316,191,0.01,0,,,samples tested,59.72,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/20/2020,191,26,4,1,0.138,0.019,0.003,0.001,14376,1060,0.01,0.001,1125,0.001,samples tested,70.83,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/21/2020,231,40,4,0,0.167,0.029,0.003,0,15701,1325,0.011,0.001,1125,0.001,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/22/2020,320,89,4,0,0.232,0.064,0.003,0,16999,1298,0.012,0.001,1121,0.001,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/23/2020,439,119,7,3,0.318,0.086,0.005,0.002,20707,3708,0.015,0.003,1462,0.001,samples tested,86.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/24/2020,492,53,9,2,0.357,0.038,0.007,0.001,20864,157,0.015,0,1295,0.001,samples tested,86.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/25/2020,562,70,9,0,0.407,0.051,0.007,0,25144,4280,0.018,0.003,1717,0.001,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/26/2020,649,87,13,4,0.47,0.063,0.009,0.003,,,,,1871,0.001,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/27/2020,724,75,17,4,0.525,0.054,0.012,0.003,27688,,0.02,,1902,0.001,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/28/2020,873,149,19,2,0.633,0.108,0.014,0.001,,,,,2195,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/29/2020,979,106,25,6,0.709,0.077,0.018,0.004,,,,,2492,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/30/2020,1071,92,29,4,0.776,0.067,0.021,0.003,,,,,2445,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,3/31/2020,1251,180,32,3,0.907,0.13,0.023,0.002,,,,,2905,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/1/2020,1397,146,35,3,1.012,0.106,0.025,0.002,,,,,2776,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/2/2020,1965,568,50,15,1.424,0.412,0.036,0.011,47951,,0.035,,3076,0.002,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/3/2020,2301,336,56,6,1.667,0.243,0.041,0.004,69245,21294,0.05,0.015,5937,0.004,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/4/2020,2902,601,68,12,2.103,0.436,0.049,0.009,79950,10705,0.058,0.008,6984,0.005,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/5/2020,3374,472,77,9,2.445,0.342,0.056,0.007,89534,9584,0.065,0.007,7870,0.006,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/6/2020,4067,693,109,32,2.947,0.502,0.079,0.023,101068,11534,0.073,0.008,9036,0.007,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/7/2020,4421,354,114,5,3.204,0.257,0.083,0.004,114015,12947,0.083,0.009,10403,0.008,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/8/2020,5194,773,149,35,3.764,0.56,0.108,0.025,127919,13904,0.093,0.01,11906,0.009,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/9/2020,5734,540,166,17,4.155,0.391,0.12,0.012,144910,16991,0.105,0.012,13851,0.01,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/10/2020,6412,678,199,33,4.646,0.491,0.144,0.024,161330,16420,0.117,0.012,13155,0.01,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/11/2020,7447,1035,239,40,5.396,0.75,0.173,0.029,179374,18044,0.13,0.013,14203,0.01,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/12/2020,8356,909,273,34,6.055,0.659,0.198,0.025,195748,16374,0.142,0.012,15173,0.011,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/13/2020,9152,796,308,35,6.632,0.577,0.223,0.025,217554,21806,0.158,0.016,16641,0.012,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/14/2020,10363,1211,339,31,7.509,0.878,0.246,0.022,244893,27339,0.177,0.02,18697,0.014,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/15/2020,11438,1075,377,38,8.288,0.779,0.273,0.028,274599,29706,0.199,0.022,20954,0.015,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/16/2020,12380,942,414,37,8.971,0.683,0.3,0.027,302956,28357,0.22,0.021,22578,0.016,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/17/2020,13387,1007,437,23,9.701,0.73,0.317,0.017,335123,32167,0.243,0.023,24828,0.018,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/18/2020,14378,991,480,43,10.419,0.718,0.348,0.031,372123,37000,0.27,0.027,27536,0.02,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/19/2020,15712,1334,507,27,11.385,0.967,0.367,0.02,401586,29463,0.291,0.021,29405,0.021,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/20/2020,17265,1553,543,36,12.511,1.125,0.393,0.026,,,,,30650,0.022,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/21/2020,18600,1335,590,47,13.478,0.967,0.428,0.034,462621,,0.335,,31104,0.023,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,Asia,India,4/22/2020,19984,1384,640,50,14.481,1.003,0.464,0.036,,,,,29569,0.021,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
